,일자,강수량(mm),기온_겨울,풍속(m/s),체감온도_겨울,기온_여름,습도(%rh),체감온도_여름
760,20-01-31,0.0,1.9,9.4,-0.9,8.8,47.5,9.5
761,20-02-01,0.0,0.7,14.4,-3.4,7.6,45.8,8.3
762,20-02-02,0.0,-2.0,6.5,-4.5,5.3,29.9,5.5
763,20-02-03,0.0,-2.1,16.6,-7.3,2.9,24.9,3.3
764,20-02-04,1.7,-5.0,28.1,-12.8,3.9,42.3,4.7
765,20-02-05,0.0,-10.9,19.1,-18.8,-4.9,29.2,-3.4
766,20-02-06,0.0,-11.7,15.1,-18.9,0.4,22.5,1.1
767,20-02-07,0.0,-7.1,5.4,-9.9,2.2,35.6,2.9
768,20-02-08,0.0,-2.1,19.8,-7.9,3.7,29.1,4.1
769,20-02-09,0.0,-5.5,10.1,-9.9,4.0,36.0,4.6
770,20-02-10,0.0,-0.6,7.6,-3.3,9.6,26.8,9.2
771,20-02-11,0.0,-0.4,14.4,-4.8,14.6,18.0,12.9
772,20-02-12,6.7,6.5,20.2,2.9,8.2,94.3,11.2
773,20-02-13,0.0,5.3,10.4,2.9,7.8,96.2,10.9
774,20-02-14,0.0,3.5,8.6,1.2,14.7,43.0,14.8
775,20-02-15,2.0,6.2,17.3,2.9,15.6,37.6,15.3
776,20-02-16,13.4,-3.6,23.4,-10.3,7.7,93.5,10.7
777,20-02-17,1.0,-6.9,24.8,-14.7,-3.9,82.7,-1.4
778,20-02-18,0.0,-7.8,16.6,-14.4,1.2,29.8,1.9
779,20-02-19,0.0,-4.3,10.4,-8.6,6.3,46.5,7.1
780,20-02-20,0.0,-0.6,7.6,-3.3,10.8,41.2,11.0
781,20-02-21,4.2,2.2,11.2,-1.0,10.9,43.5,11.3
782,20-02-22,3.1,0.9,24.8,-4.7,7.0,93.1,10.0
783,20-02-23,0.0,-1.2,11.2,-5.1,8.0,31.7,8.0
784,20-02-24,0.0,0.9,8.3,-1.8,12.1,37.2,12.0
785,20-02-25,16.6,5.5,25.9,1.1,9.4,59.9,10.7
786,20-02-26,0.0,3.2,10.8,0.3,10.4,45.8,10.9
787,20-02-27,0.0,1.5,12.2,-2.0,12.5,26.8,11.7
788,20-02-28,3.9,4.2,12.2,1.2,4.7,94.0,7.7
789,20-02-29,0.5,4.5,10.1,2.0,13.0,44.0,13.3
790,20-03-01,0.2,3.7,16.2,0.0,10.1,58.8,11.3
791,20-03-02,0.0,0.2,18.4,-4.7,7.5,34.9,7.7
792,20-03-03,0.0,0.7,14.8,-3.5,10.2,43.3,10.6
793,20-03-04,0.0,-0.3,25.2,-6.3,4.2,70.3,6.1
794,20-03-05,0.0,-2.8,13.7,-7.6,6.3,31.3,6.5
795,20-03-06,0.0,-2.0,9.4,-5.5,10.1,17.4,9.1
796,20-03-07,0.0,1.6,10.4,-1.5,14.1,21.3,12.8
797,20-03-08,0.0,2.4,7.9,0.1,16.9,21.8,15.2
798,20-03-09,0.0,5.0,7.6,3.2,17.5,22.4,15.8
799,20-03-10,11.8,3.3,20.2,-1.1,10.8,40.2,11.0
800,20-03-11,0.0,0.0,16.2,-4.6,8.3,28.2,8.1
801,20-03-12,0.0,0.2,9.4,-2.9,13.3,23.0,12.2
802,20-03-13,0.5,0.2,16.2,-4.4,7.6,77.1,9.8
803,20-03-14,0.0,-2.6,9.4,-6.2,8.6,37.4,8.8
804,20-03-15,0.0,0.3,14.8,-4.0,8.5,22.6,8.0
805,20-03-16,0.0,-0.9,14.8,-5.5,9.1,18.5,8.3
806,20-03-17,0.0,3.2,14.4,-0.4,12.1,52.6,12.9
807,20-03-18,0.0,2.8,7.6,0.7,16.8,19.4,14.9
808,20-03-19,0.0,6.1,22.0,2.2,12.0,66.3,13.6
809,20-03-20,0.0,4.3,11.9,1.4,14.0,16.3,12.3
810,20-03-21,0.0,8.0,15.5,5.4,19.4,39.9,19.0
811,20-03-22,0.0,6.1,16.6,2.9,11.9,77.6,14.1
812,20-03-23,0.0,5.6,13.7,2.7,16.9,26.2,15.6
813,20-03-24,0.0,5.4,7.9,3.6,17.9,19.7,15.9
814,20-03-25,0.0,6.2,8.3,4.5,19.2,18.8,16.9
815,20-03-26,1.8,8.1,9.0,6.6,20.4,29.7,19.1
816,20-03-27,2.0,7.2,18.4,4.0,14.1,95.9,17.3
817,20-03-28,0.0,4.6,23.0,0.2,12.8,11.9,10.9
818,20-03-29,0.0,1.4,10.1,-1.7,16.0,20.0,14.3
819,20-03-30,0.0,5.3,8.3,3.4,16.9,19.9,15.1
820,20-03-31,0.0,4.7,6.1,3.3,18.5,22.9,16.7
821,20-04-01,0.0,6.9,13.3,4.3,17.4,26.7,16.1
822,20-04-02,0.0,3.5,8.3,1.3,15.4,28.9,14.5
823,20-04-03,0.0,5.5,11.2,3.0,16.3,25.5,15.0
824,20-04-04,0.0,6.5,24.8,2.5,13.3,12.5,11.4
825,20-04-05,0.0,1.9,13.3,-1.8,13.7,15.3,11.9
826,20-04-06,0.0,3.5,8.3,1.3,16.0,24.1,14.6
827,20-04-07,0.0,6.2,8.3,4.5,16.7,41.8,16.6
828,20-04-08,0.0,5.3,13.7,2.3,14.1,17.0,12.4
829,20-04-09,0.0,4.3,10.1,1.8,14.7,33.7,14.2
830,20-04-10,0.0,5.8,13.7,2.9,16.8,33.8,16.1
831,20-04-11,0.0,6.5,9.7,4.5,16.0,41.7,15.9
832,20-04-12,0.0,4.7,11.2,2.0,15.6,43.1,15.6
833,20-04-13,0.0,5.1,22.0,1.0,19.9,19.5,17.6
834,20-04-14,0.0,7.8,5.8,7.0,19.6,27.5,18.1
835,20-04-15,0.0,7.4,5.0,6.8,20.1,28.9,18.7
836,20-04-16,0.0,9.1,15.1,6.8,23.8,25.1,21.7
837,20-04-17,6.5,0.0,0.0,0.0,13.7,86.2,16.4
838,20-04-18,0.0,8.7,13.3,6.5,19.6,46.4,19.7
839,20-04-19,10.3,9.5,16.6,7.1,15.0,60.7,16.2
840,20-04-20,0.1,8.7,23.8,5.4,12.9,71.2,14.7
841,20-04-21,0.0,5.5,32.0,0.5,10.1,41.8,10.4
842,20-04-22,0.0,4.1,18.7,0.1,8.2,42.9,8.7
843,20-04-23,0.0,3.7,14.4,0.2,12.8,37.7,12.7
844,20-04-24,0.0,4.5,9.0,2.3,14.2,44.1,14.4
845,20-04-25,0.0,0.0,0.0,0.0,17.0,55.3,17.8
846,20-04-26,0.0,6.8,10.1,4.8,18.9,22.0,17.0
847,20-04-27,0.0,8.7,9.7,7.1,18.3,27.0,16.9
848,20-04-28,0.0,7.8,8.6,6.3,19.9,29.1,18.5
849,20-04-29,0.0,9.3,8.3,8.1,21.0,31.6,19.7
850,20-04-30,0.0,9.3,7.9,8.2,23.4,46.5,23.3
851,20-05-01,0.0,0.0,0.0,0.0,26.1,55.2,26.7
852,20-05-02,0.0,0.0,0.0,0.0,23.5,70.4,25.3
853,20-05-03,0.0,0.0,0.0,0.0,27.3,49.0,27.3
854,20-05-04,0.0,0.0,0.0,0.0,25.1,53.8,25.6
855,20-05-05,0.0,0.0,0.0,0.0,19.3,64.7,20.7
856,20-05-06,0.0,0.0,0.0,0.0,27.3,25.5,24.9
857,20-05-07,0.0,0.0,0.0,0.0,26.5,21.4,23.6
858,20-05-08,2.3,0.0,0.0,0.0,27.2,14.2,23.1
859,20-05-09,24.4,0.0,0.0,0.0,16.7,96.3,20.1
860,20-05-10,1.3,0.0,0.0,0.0,16.5,83.5,19.1
861,20-05-11,3.4,0.0,0.0,0.0,20.8,45.5,20.8
862,20-05-12,0.7,0.0,0.0,0.0,18.9,61.1,20.0
863,20-05-13,0.0,0.0,0.0,0.0,21.2,35.2,20.3
864,20-05-14,0.0,0.0,0.0,0.0,25.2,23.5,22.7
865,20-05-15,12.0,0.0,0.0,0.0,19.2,50.6,19.6
866,20-05-16,2.5,0.0,0.0,0.0,20.3,76.9,22.5
867,20-05-17,0.0,0.0,0.0,0.0,24.8,60.5,25.8
868,20-05-18,29.8,0.0,0.0,0.0,26.7,52.5,27.0
869,20-05-19,19.0,0.0,0.0,0.0,16.1,78.9,18.4
870,20-05-20,0.0,9.6,13.3,7.6,20.1,48.5,20.3
871,20-05-21,0.0,0.0,0.0,0.0,22.9,44.0,22.6
872,20-05-22,0.0,0.0,0.0,0.0,22.5,59.4,23.5
873,20-05-23,0.0,0.0,0.0,0.0,24.9,48.0,24.9
874,20-05-24,14.5,0.0,0.0,0.0,20.2,75.5,22.3
875,20-05-25,0.0,0.0,0.0,0.0,21.3,68.4,22.9
876,20-05-26,1.5,0.0,0.0,0.0,22.4,58.6,23.3
877,20-05-27,0.0,0.0,0.0,0.0,23.5,51.0,23.8
878,20-05-28,0.0,0.0,0.0,0.0,23.4,45.9,23.3
879,20-05-29,0.0,0.0,0.0,0.0,27.5,40.2,26.7
880,20-05-30,0.0,0.0,0.0,0.0,30.0,31.6,28.1
881,20-05-31,1.0,0.0,0.0,0.0,27.9,42.9,27.3
882,20-06-01,0.4,0.0,0.0,0.0,24.4,39.9,23.7
883,20-06-02,2.0,0.0,0.0,0.0,21.6,52.7,22.1
884,20-06-03,0.0,0.0,0.0,0.0,28.2,51.1,28.4
885,20-06-04,0.2,0.0,0.0,0.0,26.5,60.3,27.5
886,20-06-05,0.0,0.0,0.0,0.0,28.7,48.5,28.6
887,20-06-06,0.0,0.0,0.0,0.0,30.4,44.1,29.9
888,20-06-07,0.0,0.0,0.0,0.0,29.0,49.4,29.0
889,20-06-08,0.0,0.0,0.0,0.0,32.0,43.0,31.3
890,20-06-09,0.0,0.0,0.0,0.0,32.6,40.7,31.6
891,20-06-10,6.2,0.0,0.0,0.0,31.9,45.6,31.5
892,20-06-11,0.0,0.0,0.0,0.0,31.6,45.7,31.2
893,20-06-12,0.0,0.0,0.0,0.0,27.5,56.2,28.2
894,20-06-13,0.0,0.0,0.0,0.0,33.2,38.9,32.0
895,20-06-14,1.1,0.0,0.0,0.0,28.7,52.6,29.0
896,20-06-15,0.0,0.0,0.0,0.0,27.1,52.9,27.5
897,20-06-16,0.0,0.0,0.0,0.0,30.5,43.1,29.9
898,20-06-17,0.0,0.0,0.0,0.0,30.3,45.2,29.9
899,20-06-18,0.0,0.0,0.0,0.0,27.2,48.8,27.2
900,20-06-19,0.1,0.0,0.0,0.0,29.9,48.0,29.8
901,20-06-20,0.0,0.0,0.0,0.0,29.7,50.1,29.8
902,20-06-21,0.0,0.0,0.0,0.0,32.6,39.6,31.5
903,20-06-22,0.0,0.0,0.0,0.0,35.3,30.7,32.9
904,20-06-23,0.0,0.0,0.0,0.0,31.0,44.1,30.4
905,20-06-24,37.6,0.0,0.0,0.0,26.1,66.7,27.6
906,20-06-25,13.3,0.0,0.0,0.0,22.6,91.1,25.8
907,20-06-26,2.1,0.0,0.0,0.0,25.6,67.8,27.2
908,20-06-27,0.0,0.0,0.0,0.0,29.5,55.1,30.0
909,20-06-28,0.0,0.0,0.0,0.0,30.0,52.3,30.3
910,20-06-29,11.9,0.0,0.0,0.0,26.5,67.4,28.1
911,20-06-30,64.7,0.0,0.0,0.0,23.0,70.8,24.8
912,20-07-01,0.0,0.0,0.0,0.0,24.2,69.0,25.9
913,20-07-02,0.0,0.0,0.0,0.0,29.8,54.1,30.2
914,20-07-03,0.1,0.0,0.0,0.0,29.6,56.5,30.3
915,20-07-04,1.6,0.0,0.0,0.0,29.4,43.8,28.9
916,20-07-05,0.0,0.0,0.0,0.0,27.6,54.4,28.1
917,20-07-06,0.0,0.0,0.0,0.0,30.9,50.9,31.0
918,20-07-07,0.0,0.0,0.0,0.0,28.0,62.4,29.2
919,20-07-08,0.0,0.0,0.0,0.0,30.3,57.0,31.0
920,20-07-09,0.0,0.0,0.0,0.0,32.9,42.5,32.1
921,20-07-10,2.2,0.0,0.0,0.0,27.2,67.2,28.7
922,20-07-11,0.0,0.0,0.0,0.0,30.2,52.2,30.5
923,20-07-12,2.9,0.0,0.0,0.0,26.0,64.1,27.3
924,20-07-13,47.6,0.0,0.0,0.0,21.7,88.7,24.7
925,20-07-14,11.5,0.0,0.0,0.0,24.1,68.2,25.7
926,20-07-15,0.0,0.0,0.0,0.0,28.6,46.0,28.3
927,20-07-16,0.0,0.0,0.0,0.0,29.6,60.1,30.6
928,20-07-17,0.0,0.0,0.0,0.0,31.6,54.1,32.0
929,20-07-18,0.0,0.0,0.0,0.0,31.0,55.7,31.6
930,20-07-19,29.1,0.0,0.0,0.0,26.5,79.3,29.0
931,20-07-20,3.6,0.0,0.0,0.0,26.6,83.5,29.4
932,20-07-21,0.0,0.0,0.0,0.0,30.3,56.1,30.9
933,20-07-22,11.5,0.0,0.0,0.0,25.6,84.0,28.4
934,20-07-23,103.1,0.0,0.0,0.0,22.5,94.1,25.9
935,20-07-24,2.9,0.0,0.0,0.0,26.7,64.6,28.0
936,20-07-25,0.0,0.0,0.0,0.0,28.9,57.8,29.7
937,20-07-26,0.0,0.0,0.0,0.0,29.4,60.5,30.4
938,20-07-27,2.2,0.0,0.0,0.0,25.3,88.5,28.4
939,20-07-28,0.4,0.0,0.0,0.0,26.4,76.0,28.6
940,20-07-29,50.1,0.0,0.0,0.0,24.9,95.6,28.5
941,20-07-30,0.1,0.0,0.0,0.0,28.2,75.7,30.4
942,20-07-31,1.5,0.0,0.0,0.0,29.6,72.2,31.6
943,20-08-01,39.1,0.0,0.0,0.0,26.8,88.6,30.0
944,20-08-02,31.4,0.0,0.0,0.0,26.3,95.8,29.9
945,20-08-03,102.6,0.0,0.0,0.0,26.3,89.4,29.5
946,20-08-04,3.9,0.0,0.0,0.0,29.2,80.1,31.8
947,20-08-05,18.5,0.0,0.0,0.0,29.1,84.1,32.0
948,20-08-06,75.7,0.0,0.0,0.0,25.4,96.5,29.1
949,20-08-07,0.0,0.0,0.0,0.0,26.1,82.0,28.8
950,20-08-08,19.1,0.0,0.0,0.0,26.0,85.3,28.9
951,20-08-09,50.3,0.0,0.0,0.0,25.8,90.6,29.1
952,20-08-10,44.6,0.0,0.0,0.0,29.5,81.0,32.2
953,20-08-11,97.0,0.0,0.0,0.0,27.3,82.1,30.0
954,20-08-12,0.0,0.0,0.0,0.0,31.3,70.6,33.2
955,20-08-13,0.0,0.0,0.0,0.0,30.3,74.9,32.5
956,20-08-14,0.4,0.0,0.0,0.0,27.9,85.8,30.9
957,20-08-15,69.0,0.0,0.0,0.0,27.0,95.1,30.6
958,20-08-16,0.0,0.0,0.0,0.0,30.6,72.6,32.6
959,20-08-17,0.0,0.0,0.0,0.0,32.2,63.4,33.5
960,20-08-18,0.0,0.0,0.0,0.0,31.9,63.6,33.2
961,20-08-19,0.0,0.0,0.0,0.0,31.4,63.9,32.7
962,20-08-20,0.0,0.0,0.0,0.0,31.6,62.8,32.8
963,20-08-21,2.5,0.0,0.0,0.0,29.2,77.1,31.5
964,20-08-22,42.6,0.0,0.0,0.0,27.6,79.0,30.1
965,20-08-23,0.0,0.0,0.0,0.0,29.9,61.8,31.0
966,20-08-24,0.0,0.0,0.0,0.0,31.9,61.0,33.0
967,20-08-25,0.0,0.0,0.0,0.0,34.3,53.5,34.6
968,20-08-26,0.6,0.0,0.0,0.0,34.2,57.8,35.0
969,20-08-27,8.7,0.0,0.0,0.0,28.6,78.9,31.1
970,20-08-28,13.6,0.0,0.0,0.0,29.5,81.1,32.2
971,20-08-29,13.6,0.0,0.0,0.0,28.9,81.3,31.6
972,20-08-30,42.5,0.0,0.0,0.0,30.6,77.3,33.0
973,20-08-31,0.0,0.0,0.0,0.0,30.0,70.0,31.8
974,20-09-01,0.0,0.0,0.0,0.0,29.5,65.7,31.0
975,20-09-02,33.3,0.0,0.0,0.0,26.4,80.1,28.9
976,20-09-03,29.8,0.0,0.0,0.0,25.6,65.2,27.0
977,20-09-04,0.0,0.0,0.0,0.0,26.7,53.1,27.1
978,20-09-05,0.0,0.0,0.0,0.0,27.2,59.3,28.1
979,20-09-06,6.4,0.0,0.0,0.0,24.4,66.4,25.9
980,20-09-07,61.0,0.0,0.0,0.0,20.2,98.8,23.8
981,20-09-08,0.0,0.0,0.0,0.0,26.4,60.0,27.4
982,20-09-09,1.3,0.0,0.0,0.0,25.1,73.0,27.1
983,20-09-10,3.9,0.0,0.0,0.0,27.0,59.1,27.9
984,20-09-11,1.2,0.0,0.0,0.0,26.9,57.3,27.6
985,20-09-12,5.7,0.0,0.0,0.0,23.2,79.0,25.6
986,20-09-13,0.0,0.0,0.0,0.0,26.6,53.1,27.0
987,20-09-14,0.0,0.0,0.0,0.0,24.9,64.1,26.2
988,20-09-15,0.0,0.0,0.0,0.0,27.1,62.6,28.3
989,20-09-16,0.3,0.0,0.0,0.0,24.8,74.2,26.8
990,20-09-17,0.0,0.0,0.0,0.0,21.2,87.5,24.1
991,20-09-18,0.0,0.0,0.0,0.0,24.5,58.4,25.3
992,20-09-19,0.3,0.0,0.0,0.0,24.6,48.7,24.7
993,20-09-20,0.0,0.0,0.0,0.0,24.7,43.2,24.3
994,20-09-21,0.0,0.0,0.0,0.0,25.2,37.7,24.3
995,20-09-22,0.0,0.0,0.0,0.0,25.4,41.8,24.8
996,20-09-23,0.0,0.0,0.0,0.0,23.7,53.2,24.2
997,20-09-24,0.0,0.0,0.0,0.0,25.4,50.2,25.6
998,20-09-25,0.0,0.0,0.0,0.0,25.4,50.1,25.6
999,20-09-26,0.0,0.0,0.0,0.0,24.7,48.1,24.7
1000,20-09-27,0.0,0.0,0.0,0.0,25.8,47.8,25.7
1001,20-09-28,0.0,0.0,0.0,0.0,26.2,47.8,26.1
1002,20-09-29,0.0,0.0,0.0,0.0,23.8,52.2,24.2
1003,20-09-30,38.3,0.0,0.0,0.0,25.6,51.7,25.9
1004,20-10-01,0.0,0.0,0.0,0.0,23.6,60.9,24.7
1005,20-10-02,0.0,0.0,0.0,0.0,21.7,68.3,23.3
1006,20-10-03,0.0,0.0,0.0,0.0,23.1,60.6,24.1
1007,20-10-04,0.0,0.0,0.0,0.0,21.8,43.9,21.6
1008,20-10-05,0.0,8.5,6.5,7.6,18.4,44.8,18.4
1009,20-10-06,0.0,9.3,6.5,8.5,19.6,39.9,19.2
1010,20-10-07,0.0,10.0,11.9,8.3,21.8,30.0,20.4
1011,20-10-08,0.0,0.0,0.0,0.0,23.1,42.0,22.7
1012,20-10-09,0.0,0.0,0.0,0.0,23.2,44.8,23.0
1013,20-10-10,0.0,0.0,0.0,0.0,21.4,45.0,21.3
1014,20-10-11,0.0,0.0,0.0,0.0,20.7,56.3,21.5
1015,20-10-12,0.0,0.0,0.0,0.0,21.2,62.5,22.4
1016,20-10-13,0.0,8.7,11.2,6.9,18.4,37.8,17.9
1017,20-10-14,0.0,8.7,14.0,6.4,16.9,64.4,18.2
1018,20-10-15,0.0,6.6,10.1,4.5,18.4,31.0,17.4
1019,20-10-16,0.0,8.7,9.4,7.2,15.4,58.0,16.4
1020,20-10-17,0.0,8.7,9.0,7.3,18.2,39.0,17.8
1021,20-10-18,0.0,7.3,8.6,5.7,20.2,46.3,20.2
1022,20-10-19,0.0,9.9,8.3,8.8,21.3,48.3,21.4
1023,20-10-20,0.0,9.9,7.6,9.0,21.7,45.7,21.6
1024,20-10-21,0.0,0.0,0.0,0.0,17.3,60.2,18.4
1025,20-10-22,0.0,8.5,14.0,6.2,17.0,74.9,19.0
1026,20-10-23,0.0,5.4,11.5,2.8,13.3,36.4,13.1
1027,20-10-24,0.0,3.9,13.0,0.7,13.9,31.7,13.3
1028,20-10-25,0.0,5.6,9.4,3.5,18.2,37.5,17.6
1029,20-10-26,0.0,8.4,9.0,6.9,19.0,49.0,19.3
1030,20-10-27,0.0,9.0,8.6,7.7,19.2,57.7,20.1
1031,20-10-28,0.0,9.0,9.0,7.6,14.8,89.2,17.7
1032,20-10-29,0.0,5.8,9.4,3.7,16.1,26.3,14.9
1033,20-10-30,0.0,5.9,10.1,3.7,19.5,23.4,17.7
1034,20-10-31,0.0,8.8,13.3,6.7,18.1,52.7,18.7
1035,20-11-01,13.6,0.0,0.0,0.0,14.1,95.3,17.3
1036,20-11-02,1.7,8.1,13.0,5.9,15.4,28.1,14.4
1037,20-11-03,0.5,2.9,15.8,-1.0,8.6,83.0,11.1
1038,20-11-04,0.0,0.4,14.4,-3.8,10.8,26.3,10.2
1039,20-11-05,0.0,3.8,13.3,0.6,15.8,43.9,15.9
1040,20-11-06,0.0,0.0,0.0,0.0,17.2,54.6,17.9
1041,20-11-07,0.1,0.0,0.0,0.0,17.9,48.6,18.2
1042,20-11-08,0.0,4.2,13.3,1.0,12.4,82.6,14.8
1043,20-11-09,0.0,1.0,9.4,-2.0,8.9,33.5,8.9
1044,20-11-10,0.0,3.6,8.6,1.3,12.9,34.5,12.6
1045,20-11-11,0.0,3.6,9.4,1.1,16.5,33.0,15.8
1046,20-11-12,0.0,4.6,9.7,2.2,17.6,35.4,17.0
1047,20-11-13,0.0,8.6,10.1,6.9,17.5,58.8,18.5
1048,20-11-14,0.0,6.8,9.0,5.0,19.3,40.2,18.9
1049,20-11-15,0.0,8.2,5.4,7.6,14.7,69.4,16.4
1050,20-11-16,0.0,7.5,9.0,5.8,18.3,47.3,18.5
1051,20-11-17,0.1,0.0,0.0,0.0,20.0,53.7,20.6
1052,20-11-18,12.2,0.0,0.0,0.0,18.6,80.7,21.0
1053,20-11-19,86.9,6.9,26.3,2.8,18.9,99.0,22.5
1054,20-11-20,0.0,0.6,13.7,-3.4,7.0,86.3,9.6
1055,20-11-21,0.2,0.2,22.7,-5.4,12.8,50.0,13.4
1056,20-11-22,4.8,1.5,12.6,-2.1,9.1,76.1,11.2
1057,20-11-23,0.0,-0.3,15.5,-4.9,5.9,43.9,6.6
1058,20-11-24,0.0,0.6,12.2,-3.1,6.2,50.9,7.2
1059,20-11-25,0.0,0.2,12.6,-3.7,9.5,50.1,10.3
1060,20-11-26,0.0,1.9,9.7,-1.0,10.7,47.6,11.3
1061,20-11-27,0.0,0.6,11.2,-2.9,7.7,49.3,8.5
