,측정일시,광진구오존,광진구미세먼지,동대문구오존,동대문구미세먼지,성동구오존,성동구미세먼지,중랑구오존,중랑구미세먼지
746,20200117,0.004,57.0,0.008,53.0,0.005,53.0,0.007,55.0
747,20200118,0.006,60.0,0.012,58.0,0.009,57.0,0.007,62.0
748,20200119,0.013,60.0,0.017,57.0,0.015,57.0,0.012,63.0
749,20200120,0.021,50.0,0.023,49.0,0.023,50.0,0.02,51.0
750,20200121,0.01,39.0,0.011,38.0,0.013,39.0,0.013,39.0
751,20200122,0.003,42.0,0.005,40.0,0.004,42.0,0.005,43.0
752,20200123,0.011,59.0,0.016,60.0,0.014,60.0,0.014,59.0
753,20200124,0.013,71.0,0.018,65.0,0.013,69.0,0.018,69.0
754,20200125,0.007,42.0,0.009,44.0,0.007,45.0,0.01,43.0
755,20200126,0.016,20.0,0.02,24.0,0.022,24.0,0.021,22.0
756,20200127,0.031,9.0,0.03,10.0,0.037,11.0,0.029,11.0
757,20200128,0.024,10.0,0.018,12.0,0.027,13.0,0.019,16.0
758,20200129,0.013,15.0,0.011,17.0,0.016,17.0,0.017,16.0
759,20200130,0.019,13.0,0.015,17.0,0.019,17.0,0.017,16.0
760,20200131,0.019,27.0,0.017,25.0,0.021,27.0,0.017,27.0
761,20200201,0.013,70.0,0.019,64.0,0.017,64.0,0.015,69.0
762,20200202,0.017,69.0,0.022,69.0,0.021,67.0,0.021,73.0
763,20200203,0.026,24.0,0.027,23.0,0.029,25.0,0.026,25.0
764,20200204,0.017,25.0,0.019,23.0,0.022,23.0,0.017,25.0
765,20200205,0.021,23.0,0.024,19.0,0.025,22.0,0.021,22.0
766,20200206,0.011,39.0,0.011,33.0,0.012,36.0,0.011,38.0
767,20200207,0.01,37.0,0.015,31.0,0.012,36.0,0.011,37.0
768,20200208,0.027,39.0,0.03,37.0,0.033,41.0,0.027,39.0
769,20200209,0.019,36.0,0.021,33.0,0.022,36.0,0.019,37.0
770,20200210,0.01,50.0,0.013,46.0,0.011,48.0,0.014,49.0
771,20200211,0.007,58.0,0.009,52.0,0.007,55.0,0.008,54.0
772,20200212,0.005,47.0,0.005,49.0,0.006,48.0,0.009,47.0
773,20200213,0.008,65.0,0.014,70.0,0.011,72.0,0.011,74.0
774,20200214,0.008,82.0,0.009,84.0,0.011,83.0,0.013,81.0
775,20200215,0.02,57.0,0.019,62.0,0.022,58.0,0.025,59.0
776,20200216,0.022,22.0,0.024,23.0,0.026,25.0,,24.0
777,20200217,0.026,25.0,0.027,27.0,0.028,31.0,0.031,29.0
778,20200218,0.025,16.0,0.023,20.0,0.022,22.0,0.019,25.0
779,20200219,0.006,32.0,0.008,29.0,0.007,27.0,0.01,33.0
780,20200220,0.007,56.0,0.008,54.0,0.007,55.0,0.01,61.0
781,20200221,0.013,59.0,0.014,59.0,0.015,59.0,0.012,65.0
782,20200222,0.029,74.0,0.03,64.0,0.033,68.0,0.028,72.0
783,20200223,0.027,23.0,0.029,21.0,0.033,21.0,0.025,25.0
784,20200224,0.008,40.0,0.014,33.0,0.013,36.0,0.014,37.0
785,20200225,0.023,18.0,0.018,21.0,0.028,19.0,0.024,20.0
786,20200226,0.019,17.0,0.018,16.0,0.02,18.0,0.016,19.0
787,20200227,0.02,12.0,0.017,12.0,0.02,13.0,0.022,12.0
788,20200228,0.004,25.0,0.006,22.0,0.006,24.0,0.006,25.0
789,20200229,0.012,27.0,0.014,23.0,0.015,23.0,0.014,25.0
790,20200301,0.012,45.0,0.013,41.0,0.015,42.0,0.012,46.0
791,20200302,0.026,37.0,0.03,34.0,0.029,37.0,0.03,41.0
792,20200303,0.017,47.0,0.019,41.0,0.008,41.0,0.018,46.0
793,20200304,0.033,44.0,0.035,41.0,0.038,44.0,0.032,47.0
794,20200305,0.025,34.0,0.029,33.0,0.03,34.0,0.024,39.0
795,20200306,0.008,42.0,0.01,37.0,0.008,32.0,0.009,41.0
796,20200307,0.011,55.0,0.014,49.0,0.011,54.0,0.014,54.0
797,20200308,0.019,61.0,0.023,53.0,0.022,56.0,0.023,58.0
798,20200309,0.018,61.0,0.023,51.0,0.018,61.0,0.025,54.0
799,20200310,0.023,33.0,0.024,31.0,0.019,36.0,0.025,34.0
800,20200311,0.026,35.0,0.027,29.0,0.028,31.0,0.024,33.0
801,20200312,0.018,36.0,0.025,30.0,0.013,33.0,0.018,35.0
802,20200313,0.026,34.0,0.03,27.0,,31.0,0.027,30.0
803,20200314,0.026,38.0,0.031,35.0,0.033,37.0,0.025,41.0
804,20200315,0.028,42.0,0.03,34.0,0.034,39.0,0.028,40.0
805,20200316,0.023,22.0,0.025,20.0,0.028,22.0,0.022,24.0
806,20200317,0.017,50.0,0.032,44.0,0.02,45.0,0.018,48.0
807,20200318,0.017,57.0,0.029,55.0,0.022,56.0,0.017,68.0
808,20200319,0.034,63.0,0.041,50.0,0.042,55.0,0.037,58.0
809,20200320,0.022,45.0,0.026,35.0,0.028,36.0,0.02,43.0
810,20200321,0.025,58.0,0.032,48.0,0.038,47.0,,
811,20200322,0.033,42.0,0.037,36.0,0.042,36.0,,
812,20200323,0.027,53.0,0.032,43.0,0.033,46.0,,
813,20200324,0.019,60.0,0.024,51.0,0.025,54.0,0.027,57.0
814,20200325,0.024,53.0,0.009,41.0,0.029,48.0,0.032,52.0
815,20200326,0.027,51.0,0.03,45.0,0.032,47.0,0.036,53.0
816,20200327,0.029,42.0,0.031,34.0,0.029,38.0,0.03,39.0
817,20200328,0.031,35.0,0.033,27.0,0.037,29.0,0.031,32.0
818,20200329,0.027,39.0,0.031,37.0,0.037,37.0,0.029,41.0
819,20200330,0.018,53.0,0.02,45.0,0.018,50.0,0.02,50.0
820,20200331,0.018,54.0,0.024,45.0,0.021,47.0,0.022,50.0
821,20200401,0.04,76.0,0.044,60.0,0.045,62.0,0.047,81.0
822,20200402,0.027,38.0,0.028,34.0,0.032,35.0,0.023,30.0
823,20200403,0.028,57.0,0.032,51.0,0.036,52.0,0.027,52.0
824,20200404,0.035,75.0,0.037,58.0,0.041,64.0,0.034,64.0
825,20200405,0.037,50.0,0.039,41.0,0.044,41.0,0.034,48.0
826,20200406,0.024,57.0,0.022,45.0,0.03,47.0,0.023,53.0
827,20200407,0.028,65.0,0.035,52.0,0.033,51.0,0.027,57.0
828,20200408,0.036,46.0,0.039,37.0,0.042,39.0,0.032,40.0
829,20200409,0.034,48.0,0.038,40.0,0.04,38.0,0.031,47.0
830,20200410,0.028,42.0,0.032,36.0,0.035,40.0,0.029,39.0
831,20200411,0.029,39.0,0.032,34.0,0.037,34.0,0.027,40.0
832,20200412,0.033,28.0,0.034,28.0,0.043,27.0,0.032,29.0
833,20200413,0.034,20.0,0.033,21.0,0.039,22.0,0.032,21.0
834,20200414,0.029,53.0,0.035,46.0,0.035,46.0,0.03,51.0
835,20200415,0.037,68.0,0.043,57.0,0.052,59.0,0.04,62.0
836,20200416,0.041,53.0,0.045,48.0,0.054,47.0,0.042,45.0
837,20200417,0.023,35.0,0.028,36.0,0.028,37.0,0.024,33.0
838,20200418,0.028,25.0,0.032,24.0,0.033,26.0,0.029,22.0
839,20200419,0.026,24.0,0.028,21.0,0.03,22.0,0.026,22.0
840,20200420,0.033,14.0,0.035,13.0,0.039,13.0,0.029,15.0
841,20200421,0.028,51.0,0.033,28.0,0.037,34.0,0.031,33.0
842,20200422,0.027,56.0,0.029,70.0,0.033,69.0,0.026,83.0
843,20200423,0.029,44.0,0.03,37.0,0.034,39.0,0.028,42.0
844,20200424,0.035,42.0,0.039,35.0,0.043,34.0,0.033,41.0
845,20200425,0.048,63.0,0.052,51.0,0.06,51.0,0.047,58.0
846,20200426,0.036,30.0,0.039,27.0,0.045,28.0,0.034,30.0
847,20200427,0.027,37.0,0.036,28.0,0.034,34.0,0.031,32.0
848,20200428,0.054,39.0,0.043,33.0,0.038,34.0,0.02,31.0
849,20200429,0.052,52.0,0.048,45.0,0.047,43.0,0.045,45.0
850,20200430,0.039,38.0,0.037,33.0,0.032,33.0,0.034,36.0
851,20200501,0.054,49.0,0.047,46.0,0.038,48.0,0.04,51.0
852,20200502,0.042,47.0,0.036,44.0,0.032,48.0,0.032,50.0
853,20200503,0.037,27.0,0.033,26.0,0.033,28.0,0.029,27.0
854,20200504,0.039,38.0,0.033,31.0,0.03,31.0,0.027,36.0
855,20200505,0.025,38.0,0.018,33.0,0.022,35.0,0.022,34.0
856,20200506,0.035,36.0,0.032,29.0,0.031,31.0,0.032,29.0
857,20200507,0.045,28.0,0.039,22.0,0.041,24.0,0.039,23.0
858,20200508,0.043,27.0,0.039,23.0,0.039,23.0,0.036,25.0
859,20200509,0.036,13.0,0.031,11.0,0.032,13.0,0.029,10.0
860,20200510,0.049,33.0,0.042,26.0,0.042,28.0,0.036,29.0
861,20200511,0.049,124.0,0.042,94.0,0.045,81.0,0.035,104.0
862,20200512,0.042,47.0,0.035,36.0,0.035,40.0,0.031,42.0
863,20200513,0.032,34.0,0.03,27.0,0.028,28.0,0.026,30.0
864,20200514,0.027,45.0,0.023,36.0,0.027,39.0,0.027,37.0
865,20200515,0.028,29.0,0.022,28.0,0.028,28.0,0.027,29.0
866,20200516,0.028,26.0,0.02,10.0,0.022,20.0,0.022,21.0
867,20200517,0.045,44.0,0.037,37.0,0.037,37.0,0.034,42.0
868,20200518,0.04,39.0,0.034,34.0,0.035,37.0,0.034,39.0
869,20200519,0.035,14.0,0.028,13.0,0.03,14.0,0.025,14.0
870,20200520,0.029,6.0,0.024,6.0,0.025,7.0,0.021,6.0
871,20200521,0.028,19.0,0.024,19.0,0.027,13.0,0.022,19.0
872,20200522,0.035,37.0,0.032,40.0,0.031,38.0,0.029,40.0
873,20200523,0.045,44.0,0.04,44.0,0.037,45.0,0.035,51.0
874,20200524,0.042,24.0,0.035,23.0,0.034,24.0,0.03,26.0
875,20200525,0.044,32.0,0.034,32.0,0.035,34.0,0.031,38.0
876,20200526,0.035,35.0,0.033,35.0,0.029,36.0,0.026,44.0
877,20200527,0.045,21.0,0.041,20.0,0.037,23.0,0.028,21.0
878,20200528,0.051,28.0,0.031,,0.044,28.0,0.039,33.0
879,20200529,0.04,35.0,0.038,31.0,0.034,35.0,0.032,34.0
880,20200530,0.055,37.0,0.053,35.0,0.05,37.0,0.047,39.0
881,20200531,0.064,39.0,0.056,38.0,0.056,38.0,0.05,41.0
882,20200601,0.049,19.0,0.041,17.0,0.036,17.0,0.037,19.0
883,20200602,0.034,23.0,0.028,22.0,0.029,23.0,0.026,24.0
884,20200603,0.06,46.0,0.053,44.0,0.048,44.0,0.044,50.0
885,20200604,0.065,50.0,0.053,40.0,0.049,53.0,0.048,48.0
886,20200605,0.061,46.0,0.047,39.0,0.048,47.0,0.047,46.0
887,20200606,0.066,51.0,0.062,50.0,0.059,53.0,0.052,54.0
888,20200607,0.063,52.0,0.053,46.0,0.052,48.0,0.049,57.0
889,20200608,0.056,43.0,0.049,38.0,0.046,40.0,0.045,45.0
890,20200609,0.05,47.0,0.047,45.0,0.037,44.0,0.046,50.0
891,20200610,0.039,43.0,0.037,41.0,0.032,44.0,0.037,46.0
892,20200611,0.039,29.0,0.033,28.0,0.03,30.0,0.03,32.0
893,20200612,0.026,44.0,0.023,43.0,0.019,43.0,0.021,48.0
894,20200613,0.066,48.0,0.063,47.0,0.056,48.0,0.056,53.0
895,20200614,0.06,35.0,0.051,35.0,0.047,37.0,0.045,39.0
896,20200615,0.053,25.0,0.044,25.0,0.041,25.0,0.039,27.0
897,20200616,0.097,51.0,0.08,53.0,0.077,53.0,0.071,57.0
898,20200617,0.063,44.0,0.056,47.0,0.051,45.0,0.049,51.0
899,20200618,0.051,32.0,0.045,33.0,0.043,34.0,0.036,37.0
900,20200619,0.051,24.0,0.04,22.0,0.033,22.0,0.036,26.0
901,20200620,0.052,37.0,0.047,36.0,0.044,38.0,0.044,40.0
902,20200621,0.057,34.0,0.053,33.0,0.049,34.0,0.048,36.0
903,20200622,0.057,38.0,0.052,39.0,0.047,43.0,0.048,42.0
904,20200623,0.052,42.0,0.044,40.0,0.036,41.0,0.04,46.0
905,20200624,0.041,27.0,0.03,27.0,0.03,28.0,0.034,31.0
906,20200625,0.032,11.0,0.021,7.0,0.025,12.0,0.024,12.0
907,20200626,0.05,20.0,0.041,20.0,0.037,21.0,0.035,23.0
908,20200627,0.051,25.0,0.042,25.0,0.042,24.0,0.039,28.0
909,20200628,0.053,29.0,0.044,28.0,0.044,29.0,0.04,31.0
910,20200629,0.04,35.0,0.032,35.0,0.034,34.0,0.03,38.0
911,20200630,0.044,8.0,0.036,8.0,0.044,12.0,0.032,10.0
912,20200701,0.029,19.0,0.028,19.0,0.025,19.0,0.022,21.0
913,20200702,0.053,42.0,0.055,49.0,0.047,46.0,0.045,50.0
914,20200703,0.041,30.0,0.035,39.0,0.035,34.0,0.037,49.0
915,20200704,0.05,20.0,0.044,20.0,0.042,21.0,0.037,22.0
916,20200705,0.061,25.0,0.053,28.0,0.051,27.0,0.048,28.0
917,20200706,0.053,25.0,0.046,24.0,0.036,25.0,0.043,28.0
918,20200707,0.04,18.0,0.037,14.0,0.03,19.0,0.036,18.0
919,20200708,0.05,31.0,0.046,30.0,0.039,30.0,0.039,34.0
920,20200709,0.048,33.0,0.049,37.0,0.042,35.0,0.039,36.0
921,20200710,0.04,14.0,0.033,15.0,0.036,23.0,0.031,16.0
922,20200711,0.042,7.0,0.037,7.0,0.036,8.0,0.033,7.0
923,20200712,0.031,13.0,0.028,12.0,0.033,11.0,0.024,14.0
924,20200713,0.029,8.0,0.023,9.0,0.023,13.0,0.026,11.0
925,20200714,0.029,5.0,0.021,7.0,0.023,7.0,0.02,7.0
926,20200715,0.025,9.0,0.021,11.0,0.019,11.0,0.016,12.0
927,20200716,0.037,29.0,0.032,27.0,0.028,28.0,0.027,31.0
928,20200717,0.041,37.0,0.036,36.0,0.031,36.0,0.032,41.0
929,20200718,0.05,40.0,0.048,41.0,0.04,39.0,0.042,45.0
930,20200719,0.033,20.0,0.026,20.0,0.03,21.0,0.026,22.0
931,20200720,0.036,18.0,0.034,18.0,0.016,17.0,0.027,21.0
932,20200721,0.055,27.0,0.051,27.0,0.04,28.0,0.04,30.0
933,20200722,0.025,24.0,0.011,26.0,0.017,24.0,0.021,26.0
934,20200723,0.03,14.0,0.023,17.0,0.017,27.0,0.024,18.0
935,20200724,0.037,4.0,0.027,5.0,0.03,7.0,0.028,4.0
936,20200725,0.028,4.0,0.02,5.0,0.019,5.0,0.018,6.0
937,20200726,0.033,9.0,0.029,9.0,0.02,4.0,0.023,9.0
938,20200727,0.019,11.0,0.017,12.0,0.021,5.0,0.015,13.0
939,20200728,0.014,11.0,0.016,12.0,0.019,13.0,0.015,13.0
940,20200729,,10.0,0.01,12.0,0.009,12.0,0.011,10.0
941,20200730,,19.0,0.025,19.0,0.021,20.0,0.022,21.0
942,20200731,0.011,26.0,0.024,23.0,0.021,25.0,0.021,27.0
943,20200801,0.01,17.0,0.009,15.0,0.007,15.0,0.008,19.0
944,20200802,0.02,12.0,0.018,12.0,0.015,12.0,0.017,13.0
945,20200803,0.017,16.0,0.015,15.0,0.013,15.0,0.015,17.0
946,20200804,0.01,36.0,0.01,39.0,0.007,35.0,0.008,39.0
947,20200805,0.005,34.0,0.005,37.0,0.004,33.0,0.006,37.0
948,20200806,0.022,16.0,0.017,16.0,0.016,16.0,0.015,18.0
949,20200807,0.02,28.0,0.019,27.0,0.019,24.0,0.016,31.0
950,20200808,0.017,14.0,0.013,14.0,0.014,13.0,0.016,15.0
951,20200809,0.015,10.0,0.012,10.0,0.013,10.0,0.016,10.0
952,20200810,0.008,12.0,0.007,13.0,0.007,14.0,0.008,13.0
953,20200811,0.027,9.0,0.024,10.0,0.017,10.0,0.021,10.0
954,20200812,0.022,22.0,0.022,22.0,0.014,24.0,0.02,24.0
955,20200813,0.029,27.0,0.027,27.0,0.02,28.0,0.024,28.0
956,20200814,0.042,34.0,0.038,34.0,0.028,35.0,0.031,35.0
957,20200815,0.042,34.0,0.043,40.0,0.031,40.0,0.035,42.0
958,20200816,0.023,23.0,0.021,23.0,0.017,23.0,0.018,25.0
959,20200817,0.033,25.0,0.029,25.0,0.021,27.0,0.026,27.0
960,20200818,0.034,36.0,0.025,34.0,0.022,36.0,0.019,36.0
961,20200819,0.012,44.0,0.02,43.0,0.014,44.0,0.018,46.0
962,20200820,0.018,39.0,0.024,37.0,0.021,38.0,0.023,40.0
963,20200821,0.009,27.0,0.01,28.0,0.011,28.0,0.01,32.0
964,20200822,0.013,15.0,0.017,17.0,0.017,17.0,0.017,17.0
965,20200823,0.023,13.0,0.032,13.0,0.028,13.0,0.03,14.0
966,20200824,0.02,25.0,0.027,24.0,0.022,25.0,0.026,27.0
967,20200825,0.019,32.0,0.029,32.0,0.022,33.0,0.026,34.0
968,20200826,0.018,23.0,0.025,22.0,0.024,26.0,0.024,25.0
969,20200827,0.02,21.0,0.029,21.0,0.028,14.0,0.027,22.0
970,20200828,0.017,24.0,0.024,23.0,0.019,22.0,0.028,25.0
971,20200829,0.01,16.0,0.014,17.0,0.013,16.0,0.014,17.0
972,20200830,0.019,16.0,0.027,14.0,0.026,14.0,0.025,16.0
973,20200831,0.016,10.0,0.019,9.0,0.02,11.0,0.018,10.0
974,20200901,0.019,16.0,0.025,16.0,0.027,20.0,0.024,16.0
975,20200902,0.008,12.0,0.009,14.0,0.009,12.0,0.01,13.0
976,20200903,0.03,13.0,0.04,14.0,0.035,14.0,0.035,13.0
977,20200904,0.032,23.0,0.042,22.0,0.037,24.0,0.039,23.0
978,20200905,0.03,28.0,0.037,29.0,0.037,28.0,0.035,30.0
979,20200906,0.022,19.0,0.028,22.0,0.029,21.0,0.028,22.0
980,20200907,0.028,5.0,0.037,5.0,0.034,7.0,0.033,5.0
981,20200908,0.035,23.0,0.046,24.0,0.04,24.0,0.04,24.0
982,20200909,0.027,26.0,0.037,27.0,0.035,26.0,0.036,27.0
983,20200910,0.028,26.0,0.038,26.0,0.033,25.0,0.036,26.0
984,20200911,0.02,24.0,0.025,25.0,0.028,26.0,0.028,24.0
985,20200912,,8.0,0.025,12.0,0.028,10.0,0.026,9.0
986,20200913,,6.0,0.025,8.0,0.026,7.0,0.024,7.0
987,20200914,,22.0,0.031,21.0,0.026,22.0,0.029,22.0
988,20200915,0.033,33.0,0.04,33.0,0.033,32.0,0.034,34.0
989,20200916,0.014,23.0,0.03,23.0,0.023,21.0,0.022,25.0
990,20200917,0.018,20.0,0.03,19.0,0.021,21.0,0.026,20.0
991,20200918,0.025,21.0,0.04,17.0,0.031,20.0,0.036,19.0
992,20200919,0.022,19.0,0.034,17.0,0.029,18.0,0.031,19.0
993,20200920,0.021,17.0,0.034,16.0,0.032,17.0,0.03,16.0
994,20200921,0.011,21.0,0.018,21.0,0.016,22.0,0.021,19.0
995,20200922,0.018,11.0,0.022,14.0,0.026,12.0,0.023,13.0
996,20200923,0.019,8.0,0.025,8.0,0.027,7.0,0.025,8.0
997,20200924,0.021,8.0,0.026,8.0,0.029,8.0,0.028,9.0
998,20200925,0.019,11.0,0.024,11.0,0.026,11.0,0.024,14.0
999,20200926,0.018,12.0,0.024,13.0,0.025,13.0,0.024,14.0
1000,20200927,0.017,12.0,0.026,13.0,0.024,13.0,0.025,12.0
1001,20200928,0.014,20.0,0.02,20.0,0.017,21.0,0.02,20.0
1002,20200929,0.015,27.0,0.023,28.0,0.022,29.0,0.027,28.0
1003,20200930,0.016,24.0,0.024,27.0,0.024,27.0,0.025,25.0
1004,20201001,0.025,15.0,0.035,15.0,0.034,15.0,0.033,16.0
1005,20201002,0.029,22.0,0.044,21.0,0.039,22.0,0.04,23.0
1006,20201003,0.023,34.0,0.04,32.0,0.035,33.0,0.035,34.0
1007,20201004,0.024,26.0,0.041,22.0,0.034,24.0,0.036,25.0
1008,20201005,0.017,21.0,0.024,19.0,0.021,21.0,0.022,21.0
1009,20201006,0.013,20.0,0.022,19.0,0.02,21.0,0.022,21.0
1010,20201007,0.014,18.0,0.015,20.0,0.016,21.0,0.019,20.0
1011,20201008,0.018,11.0,0.02,15.0,0.023,14.0,0.023,13.0
1012,20201009,0.026,14.0,0.032,15.0,0.035,15.0,0.033,15.0
1013,20201010,0.022,15.0,0.029,16.0,0.031,16.0,0.03,16.0
1014,20201011,0.018,19.0,0.027,19.0,0.028,19.0,0.025,20.0
1015,20201012,0.015,32.0,0.021,30.0,0.018,31.0,0.022,32.0
1016,20201013,0.011,26.0,0.021,23.0,0.018,24.0,0.018,26.0
1017,20201014,0.012,30.0,0.016,28.0,0.015,30.0,0.016,31.0
1018,20201015,0.011,30.0,0.016,28.0,0.013,30.0,0.017,32.0
1019,20201016,0.003,33.0,0.006,31.0,0.005,34.0,0.006,33.0
1020,20201017,0.012,26.0,0.02,28.0,0.017,29.0,0.017,30.0
1021,20201018,0.017,25.0,0.025,25.0,0.022,25.0,0.027,26.0
1022,20201019,0.018,45.0,0.027,49.0,0.025,48.0,0.026,57.0
1023,20201020,0.012,46.0,0.019,52.0,0.017,53.0,0.025,56.0
1024,20201021,0.008,35.0,0.008,38.0,0.007,40.0,0.012,38.0
1025,20201022,0.015,51.0,0.02,58.0,0.019,59.0,0.02,66.0
1026,20201023,0.018,24.0,0.023,22.0,0.022,21.0,0.022,24.0
1027,20201024,0.016,24.0,0.024,23.0,0.02,22.0,0.021,23.0
1028,20201025,0.011,26.0,0.02,26.0,0.016,26.0,0.018,27.0
1029,20201026,0.013,46.0,0.022,46.0,0.019,47.0,0.016,46.0
1030,20201027,0.014,70.0,0.026,71.0,0.019,69.0,0.023,76.0
1031,20201028,0.013,52.0,0.029,42.0,0.024,44.0,0.02,51.0
1032,20201029,0.01,32.0,0.017,33.0,0.012,34.0,0.018,36.0
1033,20201030,0.008,36.0,0.011,40.0,0.014,39.0,0.017,39.0
1034,20201031,0.015,25.0,0.023,25.0,0.021,24.0,0.02,27.0
1035,20201101,0.011,36.0,0.024,43.0,0.02,39.0,0.021,45.0
1036,20201102,0.01,40.0,0.016,39.0,0.014,40.0,0.016,42.0
1037,20201103,0.018,21.0,0.025,19.0,0.022,18.0,0.023,20.0
1038,20201104,0.016,27.0,0.021,26.0,0.018,25.0,0.021,26.0
1039,20201105,0.005,34.0,0.009,33.0,0.007,34.0,0.01,33.0
1040,20201106,0.004,39.0,0.006,41.0,0.005,40.0,0.007,43.0
1041,20201107,0.018,77.0,0.031,76.0,0.025,74.0,0.028,82.0
1042,20201108,0.017,53.0,0.026,50.0,0.022,47.0,0.023,52.0
1043,20201109,0.01,25.0,0.015,22.0,0.013,23.0,0.013,24.0
1044,20201110,0.008,26.0,0.012,25.0,0.012,25.0,0.012,25.0
1045,20201111,0.005,36.0,0.007,38.0,0.006,37.0,0.01,37.0
1046,20201112,0.005,53.0,0.009,56.0,0.006,57.0,0.008,59.0
1047,20201113,0.006,71.0,0.013,66.0,0.008,73.0,0.006,79.0
1048,20201114,0.009,59.0,0.017,60.0,0.012,65.0,0.015,66.0
1049,20201115,0.012,64.0,0.019,65.0,0.016,64.0,0.019,70.0
1050,20201116,0.01,59.0,0.011,63.0,0.012,65.0,0.02,62.0
1051,20201117,0.013,56.0,0.015,58.0,0.018,56.0,0.021,61.0
1052,20201118,0.007,35.0,0.005,43.0,0.009,40.0,0.014,40.0
1053,20201119,0.014,17.0,0.018,17.0,0.027,16.0,0.017,20.0
1054,20201120,0.014,21.0,0.02,16.0,0.021,19.0,0.017,21.0
1055,20201121,0.008,23.0,0.009,24.0,0.013,23.0,0.012,24.0
1056,20201122,0.014,23.0,0.021,24.0,0.023,23.0,0.018,24.0
1057,20201123,0.011,24.0,0.018,21.0,0.017,22.0,0.014,24.0
1058,20201124,0.005,27.0,0.005,25.0,0.006,25.0,0.007,27.0
1059,20201125,0.004,36.0,0.006,37.0,0.006,38.0,0.004,39.0
1060,20201126,0.005,49.0,0.01,52.0,0.008,53.0,0.007,54.0
1061,20201127,0.011,38.0,0.017,37.0,0.018,37.0,0.013,41.0
1062,20201128,0.016,20.0,0.022,19.0,0.023,19.0,0.019,21.0
1063,20201129,0.014,22.0,0.02,21.0,0.02,22.0,0.017,24.0
1064,20201130,0.01,19.0,0.015,24.0,0.016,24.0,0.015,26.0
1065,20201201,0.01,29.0,0.01,31.0,0.012,29.0,0.014,29.0
1066,20201202,0.009,30.0,0.014,29.0,0.018,28.0,0.011,33.0
1067,20201203,0.017,24.0,0.024,22.0,0.026,23.0,0.021,24.0
1068,20201204,0.01,30.0,0.017,27.0,0.015,28.0,0.014,31.0
1069,20201205,0.006,33.0,0.01,32.0,0.01,33.0,0.007,36.0
1070,20201206,0.008,41.0,0.013,43.0,0.012,40.0,0.011,46.0
1071,20201207,0.013,46.0,0.019,48.0,0.022,47.0,0.017,52.0
1072,20201208,0.012,23.0,0.02,20.0,0.021,20.0,0.017,23.0
1073,20201209,0.002,36.0,0.004,36.0,0.006,34.0,0.005,38.0
1074,20201210,0.004,56.0,0.008,61.0,0.008,58.0,0.005,65.0
1075,20201211,0.006,92.0,0.011,99.0,0.01,96.0,0.007,109.0
1076,20201212,0.015,51.0,0.021,48.0,0.024,46.0,0.018,56.0
1077,20201213,0.012,35.0,0.017,32.0,0.02,33.0,0.017,36.0
1078,20201214,0.018,25.0,0.022,18.0,0.025,16.0,0.019,19.0
1079,20201215,0.017,16.0,0.022,16.0,0.025,15.0,0.019,16.0
1080,20201216,0.017,19.0,0.021,19.0,0.023,19.0,0.017,21.0
